author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,quoted_id,text
1338470511643385856,2022-08-29 20:20:56+00:00,1564347391528034304,fa,4,0,0,0,1563599410356838400,"ایشالا یه روز هممون میریم علی میمونه و حوضش.
چار قرون میندازید جلوی دولوپر انتظار دارید براتون بمونن؟ احمقن مگه؟ اصلن اگه احمق بودن که به دردتون نمیخوردن. پس تا تغییر رفتار ندید همین آش و همین کاسه هست. https://t.co/hE84di3AIx"
1330152464100814851,2022-08-29 07:53:08+00:00,1564159199113842688,fa,7,0,0,0,1563537630460932097,"دانشگاه ما سایتی داره به اسم نوید که هم زبان انگلیسی و هم فارسی رو ساپورت می‌کنه
بعد با آیپی خارجی نمیشه وارد سایت شد.
حالا سوالم از دولوپر سایت اینه که اون لوکالیزیشن انگلیسی رو برای کدوم خری گذاشتی؟ یه ایرانی که میخواد تو سایت دانشگاه، زبانش رو تقویت کنه؟ :// https://t.co/TPAQC1x1bS"
729506854620045312,2022-08-29 06:01:42+00:00,1564131157243039745,fa,20,1,0,2,1563896882845319168,ترکیب برنده فقط بک‌اند دولوپر با فرانت‌اند دولوپر https://t.co/OGU2sIhQVp
2977137574,2022-08-29 00:13:38+00:00,1564043562735616007,fa,4,0,1,0,1564037566055165952,"کاش همین رو ساده تر می‌گفتید برای کسانی که با گیت کار نمی‌کنند(مثلا جامعه‌شناس عینکی کچل) هم میفهمید.
گیت امکان دِوِلوپ همزمان کُد رو به چندین دِوِلوپر میده تا بدون اصطکاک بتونن قسمت‌های مختلف یک کد رو همزمان دِوِلوپ کنند https://t.co/dQU09NOdd5"
2841003995,2022-08-28 17:32:54+00:00,1563942713925451778,fa,1,0,0,0,1563823121119039488,بیزینس دولوپر با سی اف اُ https://t.co/O9hhfBSYhQ
826364777245065216,2022-08-27 13:36:31+00:00,1563520838741086209,fa,6,0,0,2,1563199111163105281,"از پایین به بالا
Nodejs
JS
منِ به اصطلاح دولوپر https://t.co/Ii7F2nZqPV"
1150118866565173249,2022-08-27 05:44:31+00:00,1563402056450260994,fa,19,0,2,0,1563262776021516289,هه هه فرانت؟ هه ههه هههه فرانت‌اند دولوپر که برنامه‌نویس نیس ههه ههه هههه https://t.co/gTjwM2poDR
385401416,2022-08-26 22:20:00+00:00,1563290191154286594,fa,11,0,0,0,1562664187490316288,کارمند فروش vs دولوپر https://t.co/0hV3mbKity
47918373,2022-08-26 15:19:42+00:00,1563184417992228866,fa,3,0,0,0,1563101466092765189,عقل دولوپر: https://t.co/pBIdKmAGfQ
126944972,2022-08-24 20:53:06+00:00,1562543546988539904,fa,10,0,0,1,1562301332656193536,"دیتا ساینس دیتا ساینس دیتا ساینس…
بیشترین لذت رو موقع کار کردن با دیتاها میبرم…

و صدالبته فیرمور دولوپر و دیزاینر… https://t.co/72aWvav3HI"
45430792,2022-08-24 20:41:23+00:00,1562540596828717058,fa,3,0,0,0,1562540002936254464,من جونیور چرا باید همچین تسکایی بخوره به پستم؟ از فردا میرم کامیت هامو میدم بچه‌های پستگرس دولوپر برام رویو کنن:)) https://t.co/H5hA2LG7D5
2890987224,2022-08-23 22:54:31+00:00,1562211713906253824,fa,10,0,1,1,1562128653256990720,اگر میخواید فرانت اند دولوپر بشید جاوید از خفن ترین دولوپر هایی که تو زندگیم دیدم غافل نشید که سوخت میدین از ما گفتن بود !‌ https://t.co/MGWCxuMDff
1562180413388472320,2022-08-23 21:19:10+00:00,1562187719014490112,fa,1,0,0,0,1555179600245936128,کاش یه بکند دولوپر تو ایتالیا بودم https://t.co/MvbgALH40V https://t.co/O51O7tFhEt
1034871111677300737,2022-08-23 18:04:05+00:00,1562138624220696578,fa,50,0,3,2,1561978340637941760,"#Evmos_A1
قراره که بعد از آپگرید V8.0.0 ، اجازه بده تا #درصدی از gas fee مصرفی توسط هر قراردادهوشمند، به دولوپر‌های اون تعلق بگیره.
که ایده‌ی عالی هست و باعث جذب دولوپر بیشتری میشه.
شبکه @ElrondNetwork نیز همچین مکانیزمی داره و ۳۰% از فی مصرفی توسط هر قرارداد رو به دولوپراش میده. https://t.co/w6EsYfz9f5"
1122480248,2022-08-23 17:32:12+00:00,1562130600084918272,fa,23,0,1,7,1562128653256990720,"اگه کسی رو تو دور و برتون میشناسید که دوست دارن به عنوان فرانت‌اند دولوپر، برنامه‌نویسی رو یاد بگیرن وارد بازار کارش بشن، این بوت‌کمپ رو بهشون نشون بدید.

قراره تجربیاتمون رو به نسل بعدی فرانت‌اندی‌ها منتقل کنم ✌️ https://t.co/BqtrqPrWK4"
1546003944048132096,2022-08-22 18:05:43+00:00,1561776646469861377,fa,1,0,0,0,1561563861328732160,#احمد_کایا اگر دولوپر می‌شد.😅 https://t.co/ooJpgzxqMq
2379380833,2022-08-21 18:54:09+00:00,1561426445284814848,fa,2,0,0,0,1561256240910671875,"من بعد ۳ سال و اندی برنامه نویس شدن هنوز علاوه بر کار شرکت باید پنجشنبه جمعه ها و شبای هفته رو بشینم پای کد و هنوز احساس دولوپر درست درمون شدن ندارم.
این حرف و منم از خیلیا شنیدم.و دلم میخواد کتک بزنمشون اونا نمیفهمن چرا خوردن ولی من میفهمم چرا زدم🤦‍♀️😁 https://t.co/kU3ur0Fi9k"
711810827834298368,2022-08-21 12:34:30+00:00,1561330903766499328,fa,5,0,0,0,1560671027977261057,"اکثر این ملت از بیکار و حرومزاده و کصنمک تشکیل شده که همیشه میخوان برینن بهت:
لاغر باشی یه جوری
چاق باشی یه جوری
هیکلت متناسب باشه یه جوری
عالم باشی یه جوری
موسیقیدان باشی یه جوری
دولوپر باشی حقوق خارجی بگیری یه جوری
چون بیکارن تنها کاری که میتونن بکنن میشه جاج کردن بقیه https://t.co/CKdr1iuLiV"
86039811,2022-08-20 23:02:21+00:00,1561126519245639681,fa,46,0,1,4,1560885841643307008,اگر اندروید/آی‌او‌اس دولوپر هستید و می‌خواید برای مصاحبه‌های شغلی توی اروپا آماده بشید، روپرا می‌تونه کمکتون بکنه. https://t.co/oz4s33z2XY
2890987224,2022-08-20 19:36:28+00:00,1561074706719064075,fa,9,0,0,0,1560695867937636352,"مغز اندروید دولوپر به ترتیب از چپ :
بعد از نصب اندروید استودیو
بعد از هندل کردن دیپندنسی های پروژه
بعد از  خروجی گرفتن برای اندروید ۱۶ تا ۳۲ https://t.co/zZPaiyLy92"
2512274610,2022-08-20 17:47:11+00:00,1561047206580195333,fa,1,0,0,0,1560996210240102401,"برنامه‌نویس‌ و دولوپر بود، رویداد نبود:
DevSummit 
دانش برنامه‌نویسی بود، تجربه کافی نبود:
DevSummit
دانش و تجربه دولوپری بود، مهارت پرسونال برندینگ و #مارکتینگ نبود:
DevSummit
دانش و تجربه برنامه‌نویسی و مارکتینگ هم بود، مهارت‌های فردی نبود:
#DevSummit https://t.co/bDVpngaUmt"
1152293110212263937,2022-08-18 08:39:58+00:00,1560184718766792707,fa,19,0,0,2,1559997393256472576,اگر سینیور iOS دولوپر هستید، این موقعیت رو از دست ندید :))) https://t.co/FkpMdk9CaV
1209051313,2022-08-18 08:26:26+00:00,1560181312496992256,fa,6,0,0,0,1560168801291108354,ما هم تو شرکتمون جونیور دولوپر ۵۰ ساله داریم، خیلی برام جالب بود. تو ایران ندیده بودم هیچ وقت https://t.co/53raB0ygRv
1020382779790458882,2022-08-18 07:42:34+00:00,1560170272723976193,fa,21,0,0,0,1560168801291108354,"ما هم یه دولوپر داریم که خب سنش خیلی بیشتر از همه مونه‌! 
بابابزرگه عه و نوه داره! و رسما هممون جای بچه هاش ایم! 
خلاصه که واقعن زیباست کار کردن باهاش 🤩 https://t.co/Cnc3p6C6Ug"
1137328438870757376,2022-08-17 22:24:21+00:00,1560029794091368448,fa,6,0,1,0,1559763672817438720,همینی که الان هستم. دولوپر همراه با موسیقی. https://t.co/gxPp0eEcPp
45430792,2022-08-17 16:40:05+00:00,1559943155671252993,fa,15,0,2,0,1559884941084721152,هی میری یه طبقه پایین‌تر و میگی این دیگه برا دولوپر نیست تا میبینی یکی دوتاش تو کار لازمت شده و میری طبقه پایین‌تر تا به اخر میرسی:/// https://t.co/abuQkwWJ2K
1556677250770210816,2022-08-16 19:47:58+00:00,1559628050190532608,fa,5,0,0,2,1559207611475566593,بزرگترین موفقیت کارآفرین و بک‌اند دولوپر ایرانی دیدن زدن پاهای ملت از زیر پله برقیه🤣🤣 https://t.co/Ic8bsrxtDm
1026898886139494402,2022-08-16 15:36:53+00:00,1559564863298588672,fa,4,0,1,0,1559559265156743169,ما دِوِلوپِر های  بدبخت رو‌میگه🥲 https://t.co/4EyWP6YiH4
38385927,2022-08-16 11:33:48+00:00,1559503690813276162,fa,57,0,0,1,1559456386744045568,چیزی که باید متوجه باشیم اینه که جمهوری اسلامی، کشور را به سمتی برده  که از مردم برای سپری برای اهداف خودش استفاده می‌کند. تحریم نتیجه سیاست های جمهوری اسلامی است. شرکت‌های «تجاری» و «غیرتجاری» اجازه ندارند اکانت دولوپر گوگل را خریداری کنند.اگر بقیه را نمیبندن دیگه خیلی خوبن! https://t.co/k9A5N5AoPC https://t.co/MFYutVkofu
1517955614093168642,2022-08-16 04:07:00+00:00,1559391251040026625,fa,5,0,0,0,1559239337446985729,"خوشم اومد ... 

البته از حق نگذریم، دولوپر واقعی اصلا کسی و نداره که بخواد کات کنه ... 
ولی بازم خوب بود :))) https://t.co/MzvymYyavq"
179377948,2022-08-15 21:10:54+00:00,1559286535576510466,fa,7,0,0,0,1558870524767485952,این اتفاق به شکل دیگه ای برای دولوپر ها هم داره میفته. بعضی شرکت ها برای تمام کسانی که اپلای کردند، بدون تماس تلفنی و شناخت توانایی هاشون، از طریق واتساپ تسکی رو به برای تست میفرستند که در واقع جزو تسک های اصلی شرکتشون هست و هر وقت تحویل گرفتن، بهونه میارن و استخدام نمی کنن https://t.co/Zk3zKFl153
898150925054947329,2022-08-15 19:31:29+00:00,1559261516041428993,fa,7,0,0,1,1559198936933568512,انصافا بک‌اند دولوپر ما هر روز وسط دیلی همینه وضعشه :))))) https://t.co/h2M3Nrb8r2
1517057200442781699,2022-08-14 19:43:02+00:00,1558902033293484034,fa,1,0,0,0,1558698005695549440,وقتی دولوپر میگه خودم کارو جمع میکنم :))))) https://t.co/NEwhIew0Bb
1362991288161820674,2022-08-14 08:10:06+00:00,1558727650088292353,fa,1,0,0,0,1558678220979019777,"فرض می‌کنیم یک دولوپر انسانی شریف است، در هر صورت اون توی زمینه خاصی تخصص داره مثل برنامه نویسی، ولی در زمینه هایی مثل مدیریت منابع انسانی،مارکتینگ و...که متخصص نیست و تصمیمات غلط میگیره!
لذا تنهاراه: واگذاری مسئولیت تصمیم گیری به دائو هست، افرادی با تخصص های متفاوت و منافع مشترک https://t.co/2BRPKsqXl2"
1300686064646942727,2022-08-14 06:03:18+00:00,1558695739231834112,fa,10,0,0,0,1558572315054596097,توصیه برای اونایی که میخوان دولوپر بشن. https://t.co/sbX6gh3RoH
1264946173560963073,2022-08-13 09:30:55+00:00,1558385600125960199,fa,6,0,1,2,1558374968857174017,"یک عدد گولنگ دولوپر کارکرده آب بندی شده ی اعلا به همراه دانش بیشتر از حد کافی بیا اینور بازار
#بازار_کار https://t.co/94GbLeNWoF"
461320226,2022-08-12 18:44:01+00:00,1558162407876345859,fa,6,0,0,0,1558044593937170433,"یه دولوپر رو برای اینکه یه کد پابلیک نوشته، دستگیر کردن.
#TornadoCash https://t.co/pI26pAxaxJ"
1536219884996157440,2022-08-12 17:30:00+00:00,1558143779458191362,fa,2,0,0,0,1558038522182918145,جای یه شغل جدید بین دواپس و دولوپر خالیه. https://t.co/6ZqJg0hNUO
1050419617930379264,2022-08-12 07:32:12+00:00,1557993338753671170,fa,4,0,0,0,1557973370037305344,آه ای خدای ما لرها. دولوپر بدون مدرک کامپیوتر نمی‌خوان؟ https://t.co/IlOnpGKHFF
352586379,2022-08-10 22:10:48+00:00,1557489669746884608,fa,19,0,1,0,1557460184506793987,خیلی از اندروید دولوپر هایی که میبینم خودشون آیفون دارن، اما تا حالا آی‌او‌اس دولوپری ندیدم که اندروید استفاده کنه. سخت نگیر، خائن نیستی، عادی هستی :)) https://t.co/Z69obJKJGs
2150300630,2022-08-09 19:20:07+00:00,1557084327585931267,fa,28,0,1,0,1557012195724124160,ارشد HR شون تماس گرفت و برای موقعیت دولوپر ارشد باهام مصاحبه کرد. تو مصاحبه فنی یه دانشجوی سال دومی رو گذاشتن با من مصاحبه کنه. از من درباره الگوریتم سرچ و سورت می‌پرسید. آخرش گفتم ببین پسر جان اون موقع که تو می‌رفتی مهد، من اینا رو تو پلی‌تکنیک گذروندم. بعد منو رد کرد و چه بهتر! https://t.co/w5rnFF6NsU
1518923052,2022-08-09 17:49:11+00:00,1557061445015183375,fa,28,0,0,2,1556952355089825794,"استارترپک وب دولوپر شدن تو توئیتر:
یه دونه از این عکسا برای فلکس و گرید تو css و یه دونه هم متودهای array برای جاواسکریپت. https://t.co/eaaLucELTn"
1431957417273839617,2022-08-09 12:19:16+00:00,1556978416452345856,fa,1,0,0,0,1556778536928690181,"اقا @Polkadot هم اوکی کنین دیگه با همین زبون آسونا بزنیمشون :))
 درآمد برنامه نویس بلاکچین میاد پایین تر ، در عوضش دولوپر های کریپتو بیشتر میشه https://t.co/lTwEZ5zN8r"
50618293,2022-08-09 09:40:05+00:00,1556938358512820224,fa,6,0,0,0,1556925456326221825,مود دولوپر ایرانی: https://t.co/tJV2hg3dXc https://t.co/ha8fEs8pJM
995738398953558016,2022-08-09 09:03:21+00:00,1556929114602340353,fa,10,0,1,0,1556925456326221825,"دولوپر ایرانی قرار بود به دو روش به این مشکل برسه و حلش کنه.
اول اینکه اینترنت ملی بشه.
دوم اینکه گوگل فایربیس رو تحریم کنه.

حالا حل کردنش چطوریه؟
یه سرویس که احتمالا عملکرد دقیقی نداره و قراره پدر باتری رو هم دربیاره. https://t.co/CMgmcKF9yR"
1451223080521641989,2022-08-08 14:22:27+00:00,1556647027433504768,fa,71,0,11,2,1556365236801871876,ترجیحا بک اند دولوپر 👈🏻👉🏻 https://t.co/oBkb7DoydD
1542781739604779008,2022-08-05 21:19:22+00:00,1555664785924149248,fa,9,0,0,1,1555491209249955840,"طرف با 1250 کامیت رنکینگ 13 رو بین #دولوپر ها داره.
خالق با مخلوقش بازی نمیکنه ؛) 
#PHP 
#پی_اچ_پی https://t.co/DStzc0LslN"
3233035323,2022-08-05 11:39:24+00:00,1555518832948682752,fa,0,0,0,0,1555476305529163777,"واقعا چقدر شبیه یه دولوپر حرف میزنه!
😂 https://t.co/ntoPS88l1N"
180160019,2022-08-05 08:57:59+00:00,1555478209369604099,fa,4,0,0,0,1555121266230804483,"دولوپر - کلاینت 😂😂😂😂😂

اشکال کار اینه وقتی همچین چیزی نشون میدی، بعد کلاینت یکهو میگه لیوان رو قرمز کن، به جای لیمو دفعه بعد هندونه باشه و … https://t.co/eevTD3RSTu"
1535918352857649153,2022-08-05 06:22:27+00:00,1555439070582820869,fa,90,0,4,2,1555291170892197888,زمانی که TVL روی شبکه سولانا نزدیک به 10B$ بوده (بولران)، مشخص شده تنها دو تا پروتکل Saber و Sunny چیزی نزدیک 7.5B$ از این مقدار رو تشکیل میدادن! اونهم توسط فقط یک دولوپر که خودش رو به عنوان 11 دولوپر مستقل جا میزده! یعنی  7.5B$ فیک TVL برای فریب سرمایه گذارا .... https://t.co/4T8lOSVksE
2890987224,2022-08-04 21:52:52+00:00,1555310828643143682,fa,8,0,3,0,1554853033976025089,"کاش یکی بیاد به من بگه وقتی درگیریه موضوع پیچیده میشن
وقتی درگیر میشن تو کاری که یهو میبینن یه کلاس ۷۰۰ خطی دارن و رسما نمیشه کاریش کرد !
تا خرتناق شما کلین و نیمینگ درست و... بنویسی دو خط توضیح اولیه ات دولوپر بدبخت بعدی رو از تریس کردن ۷۰۰ خط کد رها میکنی 
زیر بار برید دوستان؟ https://t.co/KUXFcepwau"
224635989,2022-08-04 19:40:55+00:00,1555277624057991168,fa,6,0,0,1,1555206953906966529,امیدوارم دولوپر ریبرند کن به پست هیچ‌کس نخوره. https://t.co/pOXlEq7egC
1344553645824761857,2022-08-04 11:12:50+00:00,1555149757802233858,fa,13,0,0,1,1554786624281759746,"عجب لانه‌ی خرگوشی‌ست بیت‌کوین!

یادش بخیر
در ورودیِ لانه، معنای #عدم‌تمرکز حذف مداخله‌ی دولت/بانک‌مرکزی بود. اما هرچه پایین‌‌تر می‌رویم ظاهراً این #ما هستیم که قرار است با کمک دولت‌دوستانِ ماینر، دولوپر، خبرگزار و...بیش از پیش از مداخلات دولت حذف شویم!

#تکنوبلاک
#رمزریال
#CBDC https://t.co/XpGJf60pLb https://t.co/ICPxx59lbJ"
1344553645824761857,2022-08-04 07:57:02+00:00,1555100485618749445,fa,6,0,0,0,1554959696448131078,"از شخصیت‌هایی‌ست که این روزها عجیب ضرورت بازخوانی تاریخی دارد. شاید بی‌سواد بود. ظاهراً نه مترجم بود نه خبرنگار؛ نه دولوپر بود نه ماینر؛ نه بیتکوینر بود نه بلاک‌چین ریسرچر؛ نه تحلیل‌گر بود و نه پادکستر...او فقط از فهم درست ماهیت #مصیبت رنج می‌برد!

#تکنوبلاک https://t.co/TO6M9yixlG https://t.co/3j7Q0BYm8p"
2890987224,2022-08-03 10:56:00+00:00,1554783135333769216,fa,6,0,2,1,1554781118968332290,"پسر ریدم تو این اکو سیستم که دولوپر با این همه آهان تولوپ گشادیش میاد دو خط بنویسه فانکشن و کلاسش چه گهی میخوره 
خب نکبت دو خط بالای کلاست می‌نویسی چند ساعت زمان سیو میشه در آینده برای تیم https://t.co/n1AfH6N94X"
985095667,2022-08-02 20:01:18+00:00,1554557975574073345,fa,2,0,0,0,1554510402603597828,خدارو شکر من واسه دولوپر بودن کاملا مناسبم😂😂😂 https://t.co/eqnCEJ21Au
2286278473,2022-08-02 14:17:33+00:00,1554471468137910273,fa,6,0,0,1,1554220248911454208,فول استک دولوپر، اگه ماشین بود! 😂 https://t.co/FHLMBegtrh
965219411136217089,2022-08-02 06:29:42+00:00,1554353730283343872,fa,5,0,0,1,1554348770351005696,"هرچی توی خوندن کتاب Two Scoops of Django جلو میرم، ارادتم به جنگو بیشتر میشه،
الله اکبر این همه جلال، الله اکبر این همه شکوه 😁😁

اگر جنگو دولوپر هستید شدیدا خوندن این کتاب رو پیشنهاد میدم، یکم متنش سخت هست ولی میرزه https://t.co/y0mHx6f5yE https://t.co/jxICAtQGFv"
